barangay,location,precinct_id,registered_voters,actual_voters,turnout,contest_type,contest_name,candidate_name,votes,percentage
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,53 PHILRECA,16,0.97
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,54 KAPUSO PM,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,55 ILOCANO DEFENDERS,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,56 1-RIDER PARTY-LIST,4,0.24
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,57 TICTOK,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,59 BAYAN MUNA,3,0.18
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,60 ANG PROBINSIYANO,4,0.24
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,61 BANAT,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,62 SBP,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,63 BUHAY,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,64 TULUNGAN TAYO,82,4.95
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,65 SAGIP,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,66 BTS BAYANING TSUPER,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,67 VENDORS,3,0.18
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,68 ACT-CIS,39,2.35
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,69 AKTIBONG KAAGAPAY,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,70 ASENSO PINOY,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,71 SOLO PARENTS,2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,72 ANG KOMADRONA,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,73 PROMDI,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,74 PUSONG PINOY,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,75 KUSUG TAUSUG,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,76 DAMAYANG FILIPINO,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,77 MPBL,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,78 ANGAT,2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,79 KALINGA,5,0.3
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,80 BOSES PARTY-LIST,4,0.24
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,81 ARANGKADA PILIPINO,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,82 AANGAT TAYO,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,83 OFW,11,0.66
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,84 BIDA KATAGUMPAY,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,85 KAMANGGAGAWA,18,1.09
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,86 BFF,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,87 BUNYOG,2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,88 AGRI,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,89 SENIOR CITIZENS,13,0.78
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,90 4K,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,91 PBP,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,92 ONE COOP,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,93 CIBAC,8,0.48
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,94 BH - BAGONG HENERASYON,5,0.3
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,95 1AGILA,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,96 EDUAKSYON,4,0.24
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,97 ANG TINIG NG SENIORS,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,98 BG PARTY-LIST,4,0.24
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,99 PINOY AKO,3,0.18
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,100 H.E.L.P. PILIPINAS,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,101 HEALTH WORKERS,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,102 PEOPLE'S CHAMP,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,103 AA-KASOSYO PARTY,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,104 SOLID NORTH PARTY,97,5.85
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,105 ABAMIN,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,106 TRABAHO,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,107 ANGKASANGGA,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,108 TODA AKSYON,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,109 TURISMO,3,0.18
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,110 ABONO,300,18.09
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,111 ASAP NA,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,112 LINGAP,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,113 UNITED FRONTLINERS,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,114 KASAMBAHAY,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,115 TUTOK TO WIN,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,116 AKO OFW,5,0.3
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,117 AGAP,8,0.48
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,118 1TAHANAN,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,119 COOP-NATCCO,6,0.36
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,120 KABAYAN,4,0.24
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,121 1MUNTI,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,122 PINOY WORKERS,116,7.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,123 API PARTY,103,6.21
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,124 AKO BISAYA,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,125 KAMALAYAN,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,126 AKO TANOD,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,127 PROBINSYANO AKO,4,0.24
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,128 KABABAIHAN,2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,129 RAM,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,130 ALONA,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,131 AKO BICOL,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,132 GP (GALING SA PUSO),2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,133 KAUNLAD PINOY,2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,134 ABP,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,135 CWS,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,136 LPGMA,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,137 A TEACHER,7,0.42
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,138 SWERTE,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,139 GABAY,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,140 MALASAKIT@BAYANIHAN,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,141 AKAY NI SOL,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,142 LUNAS,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,143 DIWA,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,144 PINUNO,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,145 PAMILYA MUNA,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,146 BAGONG PILIPINAS,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,147 HUGPONG FEDERAL,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,148 TUPAD,5,0.3
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,149 LAANG KAWAL,2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,150 PAMILYA KO,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,151 BBM,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,152 HEAL PH,2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,153 ABANG LINGKOD,0,0.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,154 MAGSASAKA,8,0.48
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,155 MAHARLIKA,2,0.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,National,PARTY LIST of PHILIPPINES,156 USWAG ILONGGO,1,0.06
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, HOUSE OF REPRESENTATIVES of PANGASINAN - THIRD LEGDIST","1. ABSOLOR, GEORGE (IND)",29,1.48
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, HOUSE OF REPRESENTATIVES of PANGASINAN - THIRD LEGDIST","2. ARENAS, RACHEL BABY (LAKAS)",1754,89.72
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, HOUSE OF REPRESENTATIVES of PANGASINAN - THIRD LEGDIST","3. TULAGAN, GENER (IND)",172,8.8
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,PROVINCIAL GOVERNOR of PANGASINAN,"1. ESPINO, AMADO III (API)",1319,64.85
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,PROVINCIAL GOVERNOR of PANGASINAN,"2. GUICO, RAMON III (NP)",715,35.15
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,PROVINCIAL VICE-GOVERNOR of PANGASINAN,"1. LAMBINO, MARK (LAKAS)",1297,74.84
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,PROVINCIAL VICE-GOVERNOR of PANGASINAN,"2. NACAR, NOEL (API)",436,25.16
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLALAWIGAN of PANGASINAN - THIRD PROVDIST","1. BANIQUED, DRA. SHIELA (NP)",1491,45.71
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLALAWIGAN of PANGASINAN - THIRD PROVDIST","2. BAUZON, JOSEPH ARMAN (API)",134,4.11
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLALAWIGAN of PANGASINAN - THIRD PROVDIST","3. GONZALES, EDUARDO (IND)",46,1.41
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLALAWIGAN of PANGASINAN - THIRD PROVDIST","4. TULAGAN, GENEROSO JR. (NPC)",522,16.0
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLALAWIGAN of PANGASINAN - THIRD PROVDIST","5. VENTANILLA, VICI (NP)",1069,32.77
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,MAYOR of PANGASINAN - CITY OF SAN CARLOS,"1. RESUELLO, AYOY (NP)",1184,57.28
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,MAYOR of PANGASINAN - CITY OF SAN CARLOS,"2. SORIANO, LESTER (NPC)",883,42.72
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,VICE-MAYOR of PANGASINAN - CITY OF SAN CARLOS,"1. LOMBOY, JONATHAN (NPC)",831,40.62
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,VICE-MAYOR of PANGASINAN - CITY OF SAN CARLOS,"2. RESUELLO, BOGS (NP)",1215,59.38
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","1. ABON, LITO (IND)",97,0.65
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","2. BANAAG, JUN (NP)",1478,9.92
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","3. BANAAG, OSENG (NPC)",878,5.9
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","4. BANIQUED, SAM (NP)",1060,7.12
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","5. BOGUIREN, LANING (NP)",535,3.59
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","6. CALUGAY, GEORGE (NP)",693,4.65
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","7. CANCINO, CHRISTIAN (NP)",684,4.59
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","8. CANO, KUYA NICK (NPC)",756,5.08
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","9. FERMIN, BIDO (NP)",845,5.67
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","10. FRIAS, CAREN JOYCE (NP)",771,5.18
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","11. GARCIA, MANOY (NP)",816,5.48
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","12. MAGALONG, PASTOR CESAR (NPC)",232,1.56
caoayan-kiling,"REGION I, PANGASINAN, CITY OF SAN CARLOS, CAOAYAN-KILING",55320072,805,671,83.35,Local,"MEMBER, SANGGUNIANG PANLUNGSOD of PANGASINAN - CITY OF SAN CARLOS - LONE DIST","13. MARTINEZ, ATTY CHERRY (NPC)",646,4.34
